Age,Gender,Region,Location,Education_Level,Employment_Status,Years_Of_Experience,Monthly_Income_NGN
50,Male,North West,Urban,,Underemployed,26.0,41576.18
45,Male,North West,Urban,Tertiary,Unemployed,25.0,0.0
28,Male,South West,Urban,None,Underemployed,11.0,43133.8
15,Male,South West,Urban,None,Underemployed,0.0,40023.68
60,Female,South South,Rural,Secondary,Employed,42.0,143475.69
30,Female,South West,Rural,Tertiary,Employed,9.0,
60,Female,North Central,Urban,Secondary,Underemployed,44.0,73288.24
17,Male,South South,Urban,Secondary,Employed,2.0,91019.6
49,Female,North West,Urban,Secondary,Unemployed,30.0,
55,Female,North Central,Urban,Primary,Underemployed,39.0,21781.55
20,Male,North East,Urban,Tertiary,Unemployed,0.0,0.0
39,Male,North West,Urban,Secondary,Employed,23.0,158214.71
27,Female,South East,Urban,Tertiary,Employed,5.0,194744.1
48,Female,North Central,Rural,Secondary,Unemployed,32.0,0.0
22,Female,South West,Urban,Tertiary,Employed,0.0,96292.7
35,Male,North Central,Rural,Primary,Underemployed,16.0,25217.76
48,Female,North Central,Urban,,Underemployed,33.0,75336.4
18,Male,North West,Urban,Tertiary,Underemployed,,89880.02
39,Female,South West,Rural,Secondary,Employed,23.0,148337.81
29,Female,North Central,Urban,Secondary,Employed,14.0,78274.32
18,Male,South East,Urban,None,Underemployed,1.0,35909.8
59,Female,North West,Rural,Secondary,Unemployed,42.0,0.0
26,Male,North West,Urban,Tertiary,Employed,,86120.63
46,Female,South West,Urban,Primary,Underemployed,30.0,12181.61
46,Male,South East,Urban,Secondary,Underemployed,31.0,60902.36
42,Male,North Central,Rural,Secondary,Unemployed,26.0,0.0
27,Male,South West,Rural,Primary,Underemployed,11.0,42910.01
45,Male,South South,Urban,Primary,Employed,26.0,92386.42
28,Male,South South,Urban,Secondary,Underemployed,11.0,41801.74
34,Female,South West,Rural,,Underemployed,17.0,45397.64
32,Female,South West,Urban,Tertiary,Employed,8.0,141234.75
43,Female,North West,Urban,Secondary,Employed,24.0,117632.33
20,Male,South East,Rural,Primary,Underemployed,4.0,45245.62
46,Female,North Central,Urban,Primary,Employed,29.0,89392.46
43,Male,South South,Rural,Secondary,Underemployed,28.0,40189.59
57,Female,North West,Rural,Secondary,Underemployed,,62232.62
16,Male,North Central,Rural,Primary,Underemployed,0.0,23593.29
37,Female,South West,Urban,Secondary,Underemployed,22.0,47830.98
33,Female,North Central,Urban,Tertiary,Employed,13.0,90637.86
45,Male,North West,Urban,None,Employed,29.0,105561.91
19,Male,South West,Urban,Primary,Underemployed,0.0,30612.88
33,Male,,Urban,Tertiary,Employed,13.0,
48,Male,South West,Urban,None,Underemployed,30.0,37715.31
24,Female,North West,Urban,Tertiary,Employed,4.0,
39,Female,South West,Urban,Primary,Employed,21.0,111827.67
16,Male,North East,Urban,Primary,Unemployed,0.0,0.0
25,Female,North West,Rural,None,Underemployed,7.0,
64,Female,South West,Rural,None,Underemployed,45.0,35486.0
45,Female,South East,Urban,Primary,Unemployed,27.0,0.0
29,Male,North Central,Rural,None,Underemployed,10.0,19989.01
23,Male,North Central,Rural,Primary,Employed,8.0,29531.02
37,Male,North East,Urban,None,Underemployed,19.0,40457.26
33,Female,North Central,Urban,Secondary,Unemployed,16.0,0.0
23,Male,North West,Rural,Tertiary,Employed,,180337.22
49,Male,South South,Urban,Tertiary,Employed,27.0,144285.61
35,Female,South East,Urban,Secondary,Underemployed,18.0,66118.38
23,Female,South West,Rural,Tertiary,Unemployed,2.0,0.0
42,Female,North Central,Urban,None,Employed,23.0,78055.08
60,Male,South East,Rural,,Underemployed,44.0,23650.57
21,Male,North Central,Urban,Primary,Employed,2.0,74675.87
30,Female,North East,Urban,Secondary,Employed,14.0,140434.39
30,Male,,Urban,Tertiary,Unemployed,,0.0
47,Male,South West,Rural,,Employed,,63013.51
18,Male,,Urban,Primary,Underemployed,3.0,23097.35
18,Male,North West,Urban,Secondary,Unemployed,0.0,0.0
53,Male,North West,Rural,Primary,Employed,36.0,108691.45
54,Female,North Central,Urban,,Underemployed,37.0,31937.73
31,Female,South East,Urban,Secondary,Employed,12.0,96228.83
51,Female,North East,Urban,,Underemployed,36.0,
53,Male,North East,Rural,None,Underemployed,36.0,35452.26
43,Male,South West,Urban,Secondary,Underemployed,28.0,39682.47
50,Male,North Central,Urban,Secondary,Employed,35.0,80425.87
52,Female,North West,Urban,Primary,Employed,37.0,61149.32
53,Male,North West,Urban,Secondary,Unemployed,36.0,0.0
64,Female,South West,Rural,Tertiary,Employed,41.0,131180.39
51,Female,North Central,Rural,Primary,Underemployed,35.0,15778.6
49,Male,South South,Urban,None,Employed,30.0,158271.39
21,Male,South West,Urban,Secondary,Unemployed,6.0,0.0
41,Female,North West,Urban,Secondary,Employed,24.0,34149.19
42,Female,North Central,Rural,None,Underemployed,23.0,25944.43
36,Male,North Central,Urban,Primary,Underemployed,18.0,30962.16
28,Male,North West,Urban,Primary,Employed,10.0,76738.63
21,Female,South South,Rural,Secondary,Underemployed,4.0,53181.98
51,Male,South East,Urban,Primary,Unemployed,36.0,0.0
36,Male,North West,Rural,,Employed,18.0,91214.34
19,Male,North East,Urban,Tertiary,Employed,0.0,218854.25
16,Male,North West,Urban,Tertiary,Unemployed,,0.0
41,Male,North East,Urban,,Unemployed,24.0,0.0
35,Male,South West,Urban,Secondary,Employed,16.0,79720.43
52,Male,North Central,Urban,Tertiary,Underemployed,31.0,23570.63
29,Female,South South,Urban,Tertiary,Employed,7.0,91567.51
35,Female,North West,Rural,Tertiary,Underemployed,15.0,89275.87
24,Female,South West,Urban,Primary,Unemployed,7.0,0.0
37,Female,South South,Rural,None,Underemployed,20.0,28938.68
53,Female,North Central,Rural,,Unemployed,32.0,0.0
19,Male,North West,Rural,Tertiary,Underemployed,0.0,98051.19
15,Male,North West,Rural,Secondary,Underemployed,0.0,57526.17
27,Female,North East,Urban,Tertiary,Underemployed,3.0,64729.27
35,Male,South South,Urban,Secondary,Unemployed,18.0,0.0
40,Male,South South,Urban,Secondary,Underemployed,25.0,42663.75
64,Female,South South,Urban,Primary,Underemployed,48.0,26532.04
59,Male,South East,Urban,Secondary,Employed,,
35,Male,North East,Urban,Secondary,Underemployed,18.0,60362.33
32,Female,South South,Rural,Tertiary,Employed,,
51,Female,South South,Rural,Secondary,Employed,35.0,150268.06
59,Male,North East,Urban,Tertiary,Employed,37.0,147138.75
46,Female,North East,Urban,Tertiary,Unemployed,23.0,0.0
50,Female,North Central,Urban,None,Underemployed,31.0,20825.75
31,Female,North West,Urban,None,Underemployed,14.0,31813.68
49,Male,North West,Urban,Secondary,Employed,33.0,117808.71
63,Male,South South,Rural,Primary,Underemployed,48.0,29157.17
25,Female,South South,Urban,Secondary,Underemployed,,46863.51
35,Female,North West,Urban,,Unemployed,20.0,0.0
40,Female,North Central,Urban,Primary,Underemployed,25.0,11527.84
18,Male,South East,Rural,None,Employed,3.0,137825.19
48,Male,South West,Rural,Primary,Employed,31.0,98486.4
62,Female,North East,Rural,None,Underemployed,45.0,17271.72
32,Male,South West,Urban,Tertiary,Employed,8.0,
54,Female,South South,Urban,Primary,Underemployed,36.0,22297.47
49,Male,South South,Urban,Tertiary,Unemployed,29.0,0.0
55,Male,North East,Urban,,Employed,34.0,175296.33
43,Female,North West,Rural,Tertiary,Employed,23.0,
43,Female,South South,Urban,Secondary,Underemployed,25.0,65294.55
52,Male,North West,Urban,Secondary,Employed,37.0,
56,Male,South West,Rural,Primary,Underemployed,39.0,26276.0
35,Female,North West,Urban,None,Underemployed,18.0,24370.15
56,Male,North East,Rural,Tertiary,Underemployed,33.0,62658.65
27,Female,North Central,Urban,,Underemployed,8.0,29844.93
63,Female,North West,Urban,Tertiary,Employed,43.0,140579.56
55,Male,South South,Urban,Secondary,Employed,37.0,90289.06
31,Female,North West,Rural,Secondary,Employed,15.0,78823.75
23,Male,South South,Urban,None,Underemployed,,29021.2
55,Female,,Urban,Secondary,Employed,36.0,104368.89
15,Male,North East,Urban,Secondary,Underemployed,0.0,
16,Female,South West,Rural,Secondary,Unemployed,0.0,0.0
62,Male,North East,Rural,Secondary,Employed,47.0,149900.56
43,Male,South East,Urban,,Employed,25.0,153162.78
47,Female,South West,Urban,,Underemployed,28.0,38663.29
24,Female,North East,Rural,Primary,Employed,6.0,78394.36
64,Male,North Central,Rural,None,Underemployed,45.0,29547.93
54,Male,South West,Rural,None,Underemployed,35.0,43863.86
35,Female,South South,Urban,Primary,Underemployed,,19436.7
42,Male,North West,Urban,Secondary,Underemployed,24.0,61738.93
25,Male,South West,Rural,Secondary,Underemployed,9.0,28278.75
48,Female,North East,Urban,Primary,Underemployed,33.0,
22,Male,South East,Urban,Secondary,Unemployed,3.0,0.0
36,Female,North West,Urban,Secondary,Underemployed,19.0,43545.28
22,Female,South West,Urban,Secondary,Employed,3.0,
63,Female,North West,Rural,Secondary,Employed,45.0,
29,Female,South West,Rural,Primary,Underemployed,10.0,29042.13
31,Female,South East,Urban,None,Underemployed,14.0,
37,Male,South East,Rural,Primary,Underemployed,,31752.98
38,Female,South East,Rural,Primary,Underemployed,20.0,28378.57
59,Male,North Central,Rural,,Unemployed,41.0,0.0
33,Male,South South,Rural,Tertiary,Employed,,131929.49
19,Female,South West,Rural,Primary,Underemployed,2.0,
46,Female,South South,Rural,,Underemployed,28.0,42281.7
58,Female,North Central,Urban,Tertiary,Employed,37.0,100028.44
15,Male,North Central,Rural,Primary,Employed,0.0,116549.43
37,Female,,Rural,Tertiary,Unemployed,17.0,0.0
51,Male,North Central,Urban,None,Unemployed,,0.0
22,Female,North West,Urban,Tertiary,Unemployed,2.0,0.0
27,Female,South South,Urban,,Underemployed,10.0,38919.64
22,Female,South West,Rural,Primary,Underemployed,7.0,36666.16
37,Male,South South,Urban,,Employed,20.0,132325.5
57,Male,North West,Rural,,Employed,35.0,111619.18
15,Male,,Rural,Primary,Unemployed,0.0,
59,Female,South South,Rural,Secondary,Underemployed,44.0,53081.01
38,Female,North East,Urban,Secondary,Employed,19.0,148539.55
49,Male,North Central,Urban,Primary,Underemployed,31.0,24723.88
38,Female,South South,Urban,Secondary,Underemployed,22.0,51784.8
31,Female,North Central,Urban,Secondary,Employed,16.0,114763.38
19,Female,North West,Rural,Primary,Underemployed,1.0,44961.3
34,Female,South South,Rural,Secondary,Underemployed,16.0,62773.22
35,Female,North West,Urban,Tertiary,Underemployed,11.0,94619.83
54,Male,South South,Rural,Secondary,Underemployed,35.0,24249.59
45,Male,North West,Urban,Tertiary,Unemployed,24.0,0.0
60,Male,South West,Urban,None,Underemployed,44.0,31555.54
50,Female,North West,Rural,None,Underemployed,34.0,28604.88
25,Female,South West,Urban,Tertiary,Employed,4.0,142635.43
29,Female,North West,Rural,Tertiary,Employed,5.0,79646.39
33,Male,South East,Rural,,Unemployed,16.0,0.0
21,Male,North Central,Rural,Primary,Employed,,67366.94
42,Male,North West,Urban,Tertiary,Unemployed,20.0,0.0
57,Male,South West,Urban,None,Underemployed,38.0,29387.84
19,Female,North Central,Urban,Primary,Underemployed,0.0,40029.2
19,Female,North West,Rural,Secondary,Employed,3.0,98741.12
44,Female,North West,Urban,Tertiary,Employed,,132002.76
46,Female,North Central,Urban,Secondary,Underemployed,28.0,76716.38
22,Male,North West,Rural,Secondary,Employed,4.0,109314.39
24,Male,North West,Rural,Primary,Underemployed,6.0,28840.89
52,Male,North East,Rural,Secondary,Underemployed,36.0,48271.33
61,Female,South West,Rural,None,Underemployed,43.0,17890.45
46,Female,North Central,Urban,,Employed,22.0,
62,Male,North West,Urban,,Employed,46.0,96496.46
42,Male,South South,Urban,Secondary,Employed,24.0,118917.46
31,Male,South South,Urban,Tertiary,Unemployed,10.0,0.0
45,Male,North East,Rural,None,Underemployed,26.0,
22,Male,North West,Urban,Tertiary,Employed,1.0,
54,Male,South South,Rural,Primary,Employed,36.0,60466.9
39,Male,North Central,Urban,,Underemployed,23.0,37784.84
23,Female,North East,Urban,None,Unemployed,8.0,0.0
16,Female,North Central,Rural,Tertiary,Underemployed,,100849.36
29,Male,South East,Urban,Tertiary,Employed,,121280.34
64,Male,North West,Rural,None,Underemployed,47.0,35395.53
17,Male,South East,Rural,None,Underemployed,1.0,44790.93
63,Male,South West,Rural,Tertiary,Underemployed,,61640.69
50,Male,North Central,Urban,None,Employed,32.0,107244.09
18,Female,South South,Rural,Secondary,Employed,0.0,134572.85
28,Female,North West,Urban,Secondary,Underemployed,13.0,58012.68
55,Female,South West,Rural,Tertiary,Unemployed,31.0,0.0
55,Male,North Central,Urban,Secondary,Underemployed,39.0,61539.38
39,Female,North Central,Urban,Secondary,Unemployed,23.0,0.0
64,Male,North East,Rural,Tertiary,Employed,42.0,
24,Male,North East,Urban,Primary,Underemployed,8.0,34620.93
35,Female,North West,Rural,,Employed,19.0,72655.79
50,Female,North East,Urban,None,Employed,35.0,104920.1
26,Female,North East,Rural,Tertiary,Employed,4.0,
41,Female,South West,Rural,Secondary,Underemployed,25.0,31552.57
54,Female,North West,Urban,None,Employed,38.0,84725.66
16,Female,South West,Rural,Secondary,Unemployed,0.0,0.0
27,Female,North West,Rural,Secondary,Employed,11.0,129700.43
46,Female,North West,Rural,Tertiary,Employed,26.0,169610.88
45,Female,North East,Urban,Primary,Underemployed,29.0,18583.87
30,Female,North West,Rural,Secondary,Employed,14.0,86243.64
46,Female,South West,Urban,Secondary,Employed,28.0,146087.63
46,Male,North East,Urban,None,Underemployed,30.0,34573.33
48,Female,South South,Urban,Tertiary,Employed,26.0,189919.62
25,Male,South South,Rural,None,Employed,7.0,141034.91
24,Male,North Central,Rural,Secondary,Underemployed,7.0,58068.31
29,Male,,Urban,Secondary,Underemployed,12.0,43777.89
31,Female,North West,Rural,Secondary,Unemployed,16.0,0.0
54,Female,North Central,Rural,None,Unemployed,38.0,0.0
32,Male,South West,Urban,Tertiary,Employed,10.0,155168.23
23,Male,North West,Rural,Primary,Underemployed,7.0,44939.07
39,Male,North West,Urban,Secondary,Unemployed,23.0,0.0
54,Female,North West,Urban,,Employed,39.0,219520.16
28,Male,,Urban,Tertiary,Underemployed,8.0,91114.31
39,Male,North Central,Rural,,Unemployed,22.0,0.0
64,Male,North East,Rural,Primary,Underemployed,47.0,34819.99
36,Male,North Central,Urban,Tertiary,Employed,13.0,
44,Male,North Central,Urban,Primary,Employed,28.0,100713.79
34,Female,South East,Urban,None,Underemployed,18.0,40474.69
35,Male,North West,Rural,Tertiary,Unemployed,15.0,0.0
58,Female,South East,Rural,,Employed,43.0,156289.63
46,Male,South West,Rural,None,Underemployed,29.0,33189.39
60,Male,South West,Rural,Secondary,Unemployed,42.0,0.0
63,Male,South West,Rural,None,Employed,45.0,90459.4
35,Female,,Rural,None,Underemployed,20.0,16313.73
49,Female,North West,Urban,,Underemployed,,36591.72
46,Female,North Central,Rural,Secondary,Employed,28.0,127662.9
44,Female,South South,Urban,Secondary,Employed,26.0,93440.36
53,Male,South West,Urban,Secondary,Employed,36.0,79322.87
63,Female,North West,Urban,Primary,Underemployed,,35952.9
26,Female,,Urban,Secondary,Unemployed,10.0,0.0
55,Male,South South,Rural,Secondary,Employed,37.0,62355.49
61,Female,North West,Rural,Secondary,Underemployed,42.0,54494.62
32,Male,North West,Urban,Tertiary,Employed,,187959.77
35,Male,North East,Rural,,Underemployed,20.0,58248.39
27,Male,South South,Urban,Secondary,Employed,12.0,
35,Male,North East,Rural,Tertiary,Unemployed,11.0,0.0
22,Female,North Central,Urban,Secondary,Underemployed,6.0,31259.38
60,Male,South West,Rural,Secondary,Underemployed,42.0,58805.29
54,Male,North West,Rural,Secondary,Underemployed,36.0,68007.85
60,Male,South South,Rural,Primary,Employed,41.0,82818.0
21,Female,North Central,Rural,Secondary,Underemployed,4.0,57603.62
37,Female,North Central,Rural,Secondary,Underemployed,20.0,73722.73
58,Male,South South,Urban,Primary,Underemployed,42.0,33049.62
46,Male,South South,Rural,None,Underemployed,28.0,26428.08
25,Male,North Central,Urban,Tertiary,Employed,2.0,196838.41
36,Female,North West,Urban,Secondary,Employed,,93447.8
36,Male,South East,Urban,Primary,Underemployed,,18316.27
57,Male,North Central,Rural,Primary,Underemployed,40.0,37310.89
39,Male,South South,Urban,Secondary,Employed,20.0,105378.16
36,Female,South South,Urban,None,Underemployed,21.0,27151.31
42,Female,North West,Rural,None,Underemployed,27.0,24357.53
43,Male,South South,Rural,Secondary,Underemployed,26.0,42907.74
27,Male,North East,Urban,,Employed,,170509.2
32,Male,South West,Rural,Primary,Employed,,149874.96
16,Female,North West,Urban,None,Employed,,153849.36
43,Female,South South,Rural,,Unemployed,26.0,0.0
35,Female,South West,Rural,Primary,Underemployed,19.0,39811.09
29,Female,South West,Rural,Primary,Underemployed,12.0,34196.44
41,Male,South South,Rural,Primary,Underemployed,24.0,17109.43
64,Female,North Central,Urban,Primary,Underemployed,47.0,28312.28
45,Female,,Urban,Primary,Underemployed,28.0,49410.79
29,Male,South South,Rural,Tertiary,Employed,6.0,130397.03
37,Female,South West,Urban,Primary,Unemployed,22.0,0.0
38,Male,South South,Rural,Primary,Employed,21.0,145424.33
58,Male,South South,Urban,Primary,Unemployed,42.0,0.0
27,Female,North East,Urban,Secondary,Employed,11.0,121981.29
36,Female,North Central,Rural,Tertiary,Employed,15.0,29483.59
57,Female,North East,Urban,Secondary,Unemployed,42.0,0.0
51,Male,,Urban,,Unemployed,31.0,0.0
47,Female,North East,Urban,None,Employed,31.0,119214.57
17,Female,South East,Rural,Tertiary,Unemployed,,0.0
33,Male,North West,Urban,Primary,Underemployed,18.0,41396.29
37,Female,North West,Urban,None,Underemployed,22.0,
43,Female,North West,Urban,Primary,Underemployed,25.0,
44,Male,North West,Urban,Primary,Underemployed,27.0,14989.55
53,Female,South West,Urban,,Underemployed,38.0,29216.54
58,Male,North West,Rural,Secondary,Employed,42.0,127375.12
61,Male,North West,Rural,Secondary,Employed,,137176.13
39,Male,North West,Urban,None,Employed,21.0,140697.37
51,Female,South East,Rural,Secondary,Unemployed,35.0,0.0
61,Male,South East,Rural,Primary,Unemployed,42.0,0.0
22,Female,North West,Urban,Secondary,Unemployed,6.0,0.0
56,Male,South West,Urban,None,Employed,38.0,119167.73
30,Female,North Central,Rural,None,Underemployed,12.0,19257.34
22,Male,North West,Rural,Secondary,Underemployed,4.0,
15,Female,South West,Urban,Tertiary,Employed,0.0,
58,Male,North West,Urban,Secondary,Unemployed,43.0,0.0
19,Female,South East,Urban,None,Underemployed,2.0,13131.89
17,Female,North West,Urban,Primary,Underemployed,1.0,29607.3
15,Female,South South,Rural,Primary,Employed,0.0,89932.52
18,Male,North West,Rural,Secondary,Underemployed,0.0,40179.6
54,Female,South West,Rural,Secondary,Employed,39.0,137955.97
49,Male,South South,Urban,Primary,Underemployed,34.0,19652.87
46,Female,North West,Urban,Primary,Employed,,112506.39
56,Female,North Central,Urban,Secondary,Underemployed,38.0,58392.37
48,Male,North East,Rural,Primary,Employed,30.0,132512.9
57,Male,South West,Rural,None,Employed,,66297.42
39,Male,North West,Urban,,Underemployed,23.0,27421.49
24,Female,North West,Urban,Primary,Underemployed,8.0,32510.13
35,Female,South West,Rural,Tertiary,Unemployed,14.0,0.0
60,Male,North Central,Rural,Secondary,Employed,45.0,109694.24
53,Male,,Urban,,Underemployed,38.0,56123.85
41,Male,North West,Urban,,Underemployed,25.0,34126.49
41,Male,North East,Urban,,Underemployed,25.0,30523.46
16,Male,South West,Rural,Secondary,Underemployed,0.0,47407.58
55,Female,South West,Rural,Tertiary,Underemployed,33.0,50766.52
62,Male,North East,Rural,Primary,Underemployed,46.0,
27,Female,North East,Rural,Tertiary,Employed,5.0,146438.47
23,Female,North East,Rural,Secondary,Employed,7.0,117180.71
50,Male,North West,Urban,Tertiary,Employed,27.0,154249.95
36,Female,North East,Urban,Secondary,Unemployed,,0.0
56,Male,North West,Urban,Secondary,Underemployed,41.0,53318.19
40,Male,South West,Urban,Secondary,Unemployed,22.0,0.0
26,Male,South West,Rural,Tertiary,Underemployed,2.0,38257.86
31,Male,North East,Rural,Primary,Underemployed,14.0,37533.21
28,Male,,Rural,,Underemployed,8.0,59685.34
28,Male,North West,Urban,Secondary,Underemployed,11.0,47929.52
48,Male,North Central,Urban,Secondary,Underemployed,,69288.57
34,Male,South South,Urban,Tertiary,Underemployed,14.0,122706.77
25,Male,South West,Rural,Tertiary,Unemployed,1.0,0.0
30,Male,South West,Urban,Secondary,Underemployed,15.0,24492.58
45,Male,South East,Urban,Primary,Underemployed,29.0,30272.2
20,Male,North East,Urban,Tertiary,Unemployed,0.0,0.0
33,Female,North West,Rural,Secondary,Employed,17.0,129824.87
51,Male,South West,Rural,Secondary,Unemployed,,0.0
18,Female,North West,Rural,Tertiary,Employed,,82161.15
61,Male,South West,Rural,Primary,Employed,42.0,124077.74
18,Female,South West,Rural,None,Underemployed,1.0,31046.36
34,Male,South East,Urban,Secondary,Underemployed,16.0,52912.39
24,Female,North East,Urban,None,Underemployed,9.0,21742.02
38,Female,North Central,Rural,Secondary,Employed,20.0,134863.92
49,Male,South West,Rural,Primary,Underemployed,32.0,37544.02
40,Female,South East,Urban,None,Underemployed,24.0,31145.68
51,Female,South East,Urban,Secondary,Underemployed,,42290.96
52,Male,South South,Rural,Secondary,Underemployed,,
35,Female,North West,Urban,Primary,Employed,17.0,
54,Female,,Rural,None,Unemployed,36.0,0.0
53,Male,North East,Urban,Secondary,Unemployed,37.0,0.0
35,Male,North West,Urban,Secondary,Employed,19.0,121756.71
24,Female,South South,Urban,Tertiary,Employed,,190717.0
52,Female,South South,Rural,None,Underemployed,35.0,25677.68
60,Female,North West,Rural,Secondary,Underemployed,41.0,31724.29
18,Female,North West,Urban,Primary,Employed,3.0,110781.58
59,Male,North East,Rural,Primary,Unemployed,42.0,0.0
34,Female,South East,Urban,Tertiary,Employed,13.0,128511.16
31,Male,North East,Urban,Primary,Employed,12.0,123510.46
21,Male,North West,Rural,Primary,Underemployed,5.0,30067.85
18,Female,North West,Urban,Primary,Employed,2.0,119644.4
43,Female,North Central,Urban,Tertiary,Unemployed,20.0,0.0
28,Male,South South,Rural,Secondary,Underemployed,11.0,34785.24
17,Female,North East,Rural,Secondary,Underemployed,2.0,52150.79
38,Male,North Central,Rural,Secondary,Underemployed,20.0,39511.05
51,Male,,Rural,Primary,Employed,,63388.79
30,Female,North Central,Urban,Tertiary,Unemployed,8.0,0.0
18,Male,South West,Urban,None,Underemployed,1.0,22250.03
38,Male,North East,Urban,Secondary,Underemployed,19.0,41832.84
48,Male,North East,Rural,Secondary,Employed,30.0,164809.0
44,Female,South East,Urban,None,Unemployed,29.0,0.0
32,Male,North West,Urban,Primary,Unemployed,14.0,
33,Male,South West,Rural,,Unemployed,17.0,0.0
45,Male,North East,Rural,Primary,Underemployed,28.0,24861.54
33,Male,North East,Rural,Primary,Underemployed,17.0,18556.14
63,Male,South West,Rural,None,Underemployed,45.0,31183.3
60,Male,South East,Urban,Secondary,Employed,45.0,121050.5
33,Male,South West,Rural,Tertiary,Underemployed,12.0,68190.73
36,Female,North West,Urban,Tertiary,Unemployed,15.0,0.0
38,Male,North Central,Urban,Secondary,Employed,,114195.96
59,Male,North Central,Rural,Secondary,Underemployed,,
26,Male,North Central,Rural,Primary,Underemployed,10.0,36036.35
44,Male,South West,Rural,Primary,Employed,26.0,117526.91
52,Female,North West,Rural,Tertiary,Unemployed,32.0,0.0
45,Male,North Central,Rural,Secondary,Underemployed,29.0,32244.82
50,Male,South West,Urban,Secondary,Employed,35.0,
33,Female,North East,Rural,Secondary,Unemployed,17.0,0.0
62,Male,South West,Rural,Tertiary,Employed,40.0,197306.35
59,Male,North West,Rural,Tertiary,Underemployed,35.0,92408.69
50,Male,North East,Urban,Primary,Unemployed,31.0,0.0
44,Male,South South,Urban,Primary,Employed,25.0,65070.65
63,Male,North East,Rural,,Unemployed,48.0,0.0
47,Male,North East,Urban,,Employed,29.0,128431.9
32,Female,South West,Rural,Tertiary,Employed,8.0,127449.22
63,Female,South South,Urban,Primary,Employed,,94171.88
42,Male,South South,Urban,Secondary,Employed,26.0,59491.95
61,Male,South West,Rural,Secondary,Employed,44.0,75306.61
25,Male,North West,Urban,Secondary,Underemployed,10.0,56578.2
59,Male,South South,Rural,Primary,Underemployed,43.0,39056.11
47,Male,South West,Urban,Tertiary,Employed,26.0,180820.7
31,Female,North East,Urban,Primary,Underemployed,,35857.37
20,Female,South East,Urban,Secondary,Underemployed,3.0,49028.5
18,Female,North East,Rural,Secondary,Employed,0.0,105358.55
34,Female,North West,Urban,None,Unemployed,16.0,0.0
62,Male,South East,Rural,Tertiary,Unemployed,39.0,0.0
61,Female,North Central,Rural,Secondary,Employed,45.0,130400.23
41,Male,North East,Rural,Secondary,Unemployed,24.0,0.0
29,Male,North East,Rural,Secondary,Unemployed,14.0,0.0
20,Female,South West,Urban,Secondary,Unemployed,2.0,0.0
61,Male,North West,Urban,None,Underemployed,42.0,
28,Female,North East,Rural,Secondary,Underemployed,12.0,50072.93
25,Male,South West,Urban,Secondary,Underemployed,10.0,68153.78
53,Female,South South,Rural,None,Underemployed,37.0,28064.38
23,Female,North Central,Rural,Secondary,Employed,5.0,84709.96
40,Female,South East,Urban,Secondary,Underemployed,24.0,49844.57
30,Female,South East,Rural,Secondary,Underemployed,12.0,51589.58
19,Male,,Rural,None,Underemployed,3.0,29261.73
24,Female,North West,Urban,Primary,Underemployed,6.0,41525.9
64,Female,South South,Rural,None,Employed,47.0,124159.06
17,Female,North Central,Urban,Secondary,Underemployed,0.0,28535.89
27,Female,North West,Urban,Tertiary,Underemployed,5.0,116824.81
57,Female,North West,Rural,None,Underemployed,40.0,5327.25
63,Female,South East,Rural,,Employed,46.0,
44,Female,North West,Rural,Secondary,Underemployed,25.0,45690.42
59,Female,North West,Rural,None,Underemployed,43.0,28293.89
20,Male,,Rural,None,Unemployed,3.0,0.0
31,Male,South South,Rural,Secondary,Underemployed,,49099.76
59,Male,South West,Rural,,Underemployed,40.0,55778.08
33,Male,North West,Rural,Secondary,Employed,17.0,
56,Male,North West,Rural,Secondary,Underemployed,40.0,47999.07
49,Male,South West,Rural,,Underemployed,31.0,41780.26
60,Female,North West,Rural,Tertiary,Unemployed,37.0,0.0
40,Male,South West,Rural,,Unemployed,23.0,0.0
19,Male,North West,Urban,Primary,Employed,4.0,116967.88
43,Female,South South,Rural,,Employed,25.0,71235.88
51,Female,North Central,Rural,Primary,Employed,36.0,122220.22
34,Female,North West,Rural,Primary,Employed,,115723.21
63,Female,South South,Urban,,Unemployed,44.0,0.0
35,Female,North East,Rural,Secondary,Employed,16.0,100370.15
24,Male,North East,Urban,Primary,Unemployed,5.0,0.0
19,Female,South East,Urban,Secondary,Employed,4.0,148516.98
50,Female,,Rural,Secondary,Employed,33.0,114327.39
20,Male,North Central,Rural,Primary,Underemployed,2.0,28004.94
40,Male,North East,Urban,Primary,Underemployed,22.0,27759.78
18,Female,North West,Rural,Primary,Employed,3.0,27156.46
53,Male,North West,Urban,,Employed,34.0,84199.02
53,Female,South West,Urban,Secondary,Underemployed,36.0,60697.6
64,Male,South West,Urban,None,Unemployed,46.0,0.0
49,Female,North East,Rural,Primary,Underemployed,32.0,29798.3
15,Male,North East,Urban,None,Underemployed,0.0,18433.32
38,Male,South South,Urban,Tertiary,Employed,17.0,
50,Male,South South,Rural,,Underemployed,,27312.6
20,Female,North Central,Urban,Secondary,Underemployed,4.0,31676.37
55,Female,South East,Rural,None,Employed,40.0,166180.37
60,Female,South West,Rural,Secondary,Employed,41.0,82085.79
58,Male,North East,Rural,Tertiary,Unemployed,37.0,0.0
45,Female,North West,Urban,Secondary,Underemployed,28.0,
34,Male,North West,Urban,Tertiary,Employed,10.0,115380.87
38,Male,South East,Rural,Secondary,Unemployed,,0.0
